Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce,2,45,http://www.foodista.com/recipe/KTCQCFSJ/artisan-farfalle-pasta-with-smoked-salmon-and-cream-sauce,https://img.spoonacular.com/recipes/632778-556x370.jpg,762.2,47.76,17.62,54.01,"1/2 cup chicken broth, 1/2 cup 15%% cooking cream (or 35%% cream), 3 tablespoons extra virgin oil, 85 grams artisan pasta, 2 shallots, chopped, 6 ounces smoked salmon cut into bite size pieces, 1/2 cup sun dried tomatoes, cut into thin slices, 1/4 cup white wine","<ol><li>In a large pot of boiling salted water, add 85 grams of pasta and cook according to direction about 7 minutes.</li><li>Heat the oil in a saute pan and add the chopped shallots. Cook until transparent, about 2 minutes. Add the wine and the chicken broth and continue to cook for an additional 3-4 minutes until the liquids reduce. Stir in the pesto and sun dried tomatoes. Add the salmon and cream and allow to heat through, about 1-2 minutes.  Serve on the drained cooked pasta.  Serves 2 main courses</li><li>In a large pot of boiling salted water, add 85 grams of pasta and cook according to direction about 7 minutes.</li><li>Heat the oil in a saute pan and add the chopped shallots. Cook until transparent, about 2 minutes.</li><li>Add the wine and the chicken broth and continue to cook for an additional 3-4 minutes until the liquids reduce.</li><li>Stir in the pesto and sun dried tomatoes.</li><li>Add the salmon and cream and allow to heat through, about 1-2 minutes.  Serve on the drained cooked pasta.</li></ol>"
Simple Poached Egg Dinner,2,20,https://www.foodista.com/recipe/KBGV6PWC/choice-eggs,https://img.spoonacular.com/recipes/639306-556x370.jpg,538.74,41.66,11.0,18.94,"full package fresh baby spinach, 4 slices bacon, 4 large pasteurized eggs, 2 tablespoons olive oil, 1 small sweet onion or ½ large sweet onion, salt & pepper, 2 tablespoons vinegar","<ol><li>Method:</li><li>Thinly slice the onion and saut over medium in the olive oil.</li><li>While onions are sauting remove the fat from the bacon and chop into pieces; discard the fat or reserve for another use.</li><li>Add bacon to onions and saut for about 10 minutes or until the onions are translucent and the bacon is almost cooked.</li><li>While bacon and onions are cooking bring about 3 inches of water to a boil and add the vinegar. Once boiling reduce heat to just barely simmer.</li><li>Add the spinach and turn with tongs until completely wilted and mixed with the bacon and onions.  Saute for 2  minutes; just until spinach is cooked.  Do not overcook!</li><li>Give the water a gentle stir and just after you add the spinach to the onions and bacon,  drop the eggs in one at a time to poach. (first break the eggs into a cup) 3 minutes will give you medium firm egg; runny yolk and solid whites.</li><li>Divide the spinach evenly between two dinner plates and top with two poached eggs.  Sprinkle black lava salt (if you have another kind of salt like truffle salt, that is great too!) and fresh ground black pepper.  Serve with a large chunk of toasted baguette.</li></ol>"
Gluten Free Yellow Cake And Cupcakes,24,45,https://www.foodista.com/recipe/4BMVR7W2/gluten-free-yellow-cake-and-cupcakes,https://img.spoonacular.com/recipes/644861-556x370.jpg,264.85,17.88,8.9,26.25,"1/2 cup Coconut Flour, Sifted, 3/4 cup Tapioca Flour, 1 teaspoon Salt, 1 teaspoon Baking Soda, 3 teaspoons Baking Powder, 1 teaspoon Xanthan Gum, 4 whole Eggs, 1 1/4 cups Sugar, 2/3 cup Veganaise (mayo), 3/4 cup Almond Milk, Or Milk Alternative, 2 teaspoons Vanilla Extract, 1 cup Earth Balance Butter (vegan), 2 cups Dairy Free Chocolate Chips, 2 pinchs Salt, 4 tablespoons Powdered Sugar","Preheat oven to 350 degrees. Grease two 8 or 9 inch round cake pans and sprinkle with tapioca flour if youre making a layer cake. Otherwise, line a muffin tin with baking cups. Mix together the coconut flour, tapioca flour, salt, xanthan gum, baking soda, and baking powder. Set aside. Beat the eggs, sugar, and mayonnaise until fluffy. Then slowly add the vanilla, flour mixture, and milk. Alternating between the flour and milk to make a nice fluffy cake. Note- I usually use just barely under 3/4 C of the milk alternative. Pour the batter into the greased cake pans or fill the baking cups 3/4 full (makes 24 cupcakes). Bake for 20-25 minutes for the cakes or 12-15 minutes for the cupcakes. Cakes are done when they are nicely browned and spring back when lightly touched or when a toothpick inserted in center comes out clean. Let cool completely before icing. For The Icing: Bring a small saucepan of water to a boil. Place a heatproof bowl over the saucepan (make sure the water isnt touching the bottom) and add the chocolate and butter. Stir until melted. Then, add the remaining ingredients. Place uncovered in freezer for 15 minutes. Beat with hand mixer until light and fluffy. If its too runny, place back in freezer a few minutes and repeat process until the icing is a good consistency."
Triple Chocolate Whoppers,10,45,https://www.foodista.com/recipe/2MRQ47Q7/triple-chocolate-whoppers,https://img.spoonacular.com/recipes/663833-556x370.jpg,513.18,40.46,18.48,39.7,"6 ounces high quality semisweet baking chocolate, such as Valrhona or Callebaut, chopped into large chunks, 2 teaspoons baking powder, 3/4 cup brown sugar, 2 oz. unsweetened chocolate chopped into large chunks, 2 eggs, 1 teaspoon tablespoons plus 2 instant espresso powder, 1/2 cup of chopped pecans, 1/2 teaspoon sea salt, 1 cup semisweet chocolate chips, 1/2 cup all-purpose unbleached flour, 1/2 cup (1 stick) cold unsalted butter, cut into ½ inch cubes, 1 teaspoon pure vanilla extract, 1 cup coarsely chopped walnuts","<ol><li>Preheat the oven to 325 degrees F (163 degrees C).</li><li>Lightly grease 2 baking sheets. Set aside.</li><li>Combine semisweet chocolate, unsweetened chocolate chunks, and  butter in a double boiler. Melt the chocolate over low heat until just melted, stirring occasionally. Be careful, not to burn the chocolate. Remove immediately. Stir to blend the butter and chocolate off the heat, and set aside.</li><li>Combine the eggs, espresso powder, and vanilla extract in a large bowl and cream together using an electric mixer. Add the brown sugar and mix until creamy.</li><li>In a separate bowl, sift together the flour, baking powder, and sea salt. Set aside.</li><li>Add the melted chocolate and butter to the egg mixture and blend together using an electric mixture. Then add the flour mixture and stir by hand just until the dry ingredients and are moist.</li><li>Add the chopped nuts and the chocolate chips to the chocolate and flour mixture folding them in gently. Note:  The dough will be relatively soft.</li><li>Drop by large tablespoonfuls onto the greased baking sheets at least 3 inches apart. If you want your cookies to look uniform in size then use a 2 oz. cookie or ice cream scoop.  Bake immediately to prevent the chocolate from hardening for 10 to 12 minutes. Rotate the pan halfway through the baking time. The cookies will still be very soft and sticky inside, but do not overcook the cookies or they will be crispy, rather than chewy. Cool for 10 minutes on the baking sheets before gently removing the whoppers to a baking rack to cool completely.</li><li>Store the cookies in an airtight container separating the layers with wax paper.</li><li>Makes about 1 dozen 3-inch cookies</li></ol>"
Mini frittatas with quinoa,24,45,https://www.foodista.com/recipe/QQ7HS5BT/mini-frittatas-with-quinoa,https://img.spoonacular.com/recipes/651958-556x370.jpg,36.5,2.07,1.02,1.61,"2 cups cooked quinoa (about ¾ cup uncooked)*, 2 eggs, 2 egg whites, 1 cup zucchini, shredded, 1 cup Swiss cheese, coarsely grated, ½ cup ham, diced, ¼ cup parsley, chopped, 2 Tbs Parmesan cheese, grated, ¼ tsp white ground pepper","In a large bowl mix to combine all the ingredients. Grease a muffin tin and spoon mixture to the top of each cup. Bake in an oven at 200C / 390F for 30 minutes, or until the edges of the frittatas are golden brown (do not under bake or they won't come out of the pan). Let cool for at least 5 minutes in the tin before serving. Eat hot or cold. * Cook quinoa in 350 ml water for 20 minutes (or according to the package instructions). After cooking, leave to soak any remaining water for additional 5 minutes."
Easy Key Lime Pie,8,45,https://www.foodista.com/recipe/H7JT66DF/easy-key-lime-pie,https://img.spoonacular.com/recipes/642003-556x370.jpg,480.59,31.88,19.0,44.47,"cup butter, 3 egg yolks, 1 1/4 cups finely crushed graham crackers, 1/2 cup lime juice, 3 tablespoons sugar, divided, 14 ounces can of sweetened condensed milk, 1 tablespoon water, Whipped cream","<ol><li>Crust: melt butter and stir in 1/4 cup sugar. Add crushed crackers and toss to mix well. Spread evenly into a 9-inch pie plate and press onto bottom and sides. Chill 1 hour or until firm. Can also bake in a 375 degree oven for 4-5 minutes and then cool before filling.</li><li>In a medium bowl, beat egg yolks with a whisk or a fork. gradually whisk/stir in condensed milk. Add lime juice, water, and a few drops of green food coloring if desired. Mixture will thicken as you stir.</li><li>Spoon filling into the crust. Bake in a 350 degree oven for 25 minutes and cool for 1 hour, then chill for 3-4 hours. Top with whipped cream and serve.</li></ol>"
Lamb In Red Mole Sauce,4,45,https://www.foodista.com/recipe/LT73VNJR/lamb-in-red-mole-sauce,https://img.spoonacular.com/recipes/649214-556x370.jpg,286.27,22.86,3.72,21.59,"2 chipotle peppers, dried, 2 pasilla peppers, roasted, 8 plum tomatoes, roasted, 3 cloves garlic, roasted, 1 teaspoon oregano, 1 teaspoon cinnamon, 1 tablespoon sesame seeds, 1/2 teaspoon pepper, 2 tablespoons canola oil, 1 1/2 ounces Mexican chocolate, 1/2 teaspoon salt, 8 ounces tomato sauce, 3 tablespoons canola oil, 1 lamb shoulder, or 4 lamb shanks, salt and pepper","To make mole sauce, soak chipotle peppers in hot water until soft. Remove seeds and stem. Puree chipotles, roasted peppers, tomatoes and garlic until smooth and set aside. Toast oregano, cinnamon, sesame seeds and pepper until fragrant. In a saucepan, heat canola oil, then add pureed vegetables, spices, chocolate, salt and tomato sauce. Heat until chocolate melts and then continue to simmer, covered, for 15 minutes, stirring frequently. If sauce is too thick, add water to thin as needed. Heat oil in a large skillet. Season lamb on all sides liberally with salt and pepper, then sear in skillet until a brown crust forms on all sides. Lay browned lamb in a piece of heavy duty aluminum foil and pour mole sauce over. Seal tightly so that no air escapes and the sauce wont leak out. (Double foil is a good idea.) Bake at 325 degrees F for 3-4 hours, until lamb is tender and falls from the bone."
Double Chocolate Brownie Semifreddo,10,45,https://www.foodista.com/recipe/VXD737RM/double-chocolate-brownie-semifreddo,https://img.spoonacular.com/recipes/641586-556x370.jpg,595.52,41.97,24.78,53.81,"9 ounces of good-quality dark chocolate, melted, 3 eggs, 2 egg yolks, extra, 1 teaspoon vanilla extract, 1 cup sugar, 2 cups heavy cream, 12 ounces of store-bought chocolate brownies, chopped","Place chocolate in a medium-sized heatproof bowl. Place over a saucepan of simmering water and using a spatula stir until the chocolate has melted. Set aside. Place the eggs, extra yolks, vanilla, and sugar in a large-sized, heatproof bowl. Place over a saucepan of simmering water and, using a hand-held electric mixer, beat for 6 to 8 minutes or until the egg mixture becomes thick and pale. Remove from heat and allow to cool slightly. In a medium-sized bowl, whisk the cream until stiff peaks form. Using a large spatula, gently fold through the egg mixture until well combined. Fold in the melted chocolate and brownies. Pour into 2 loaf pans and freeze for at least 6 hours or overnight."
Avocado and Orange Salad With Orange-Ginger Dressing,4,45,https://www.foodista.com/recipe/YPMB288Y/avocado-and-orange-salad-with-orange-ginger-dressing,https://img.spoonacular.com/recipes/633126-556x370.jpg,501.49,40.33,5.77,39.22,"4 ripe avocados, cut into long strips, 3 large oranges, segmented, 2 green onions, cut finely, 3 tablespoons orange juice, Juice of half a lemon, 1/2 teaspoon fresh ginger paste, 1 teaspoon agave syrup, 3 tablespoons olive oil, salt and pepper to taste",Arrange the avocado and orange slices overlapping each other on a platter. Squeeze over the juice from the orange left after segmenting the pieces. Sprinkle over the spring onions and some salt over the salad. Cover with cling film and refrigerate until ready to serve. Blend all the dressing ingredients together. Season to taste with salt and pepper. Before serving pour the dressing over the salad.
Medenjaci - Croatian Honey Spice Cookies,45,45,https://www.foodista.com/recipe/KBVSMBH4/medenjaci-croatian-honey-spice-cookies,https://img.spoonacular.com/recipes/651389-556x370.jpg,140.23,5.34,3.02,21.12,"250g butter, 180g Demerara sugar, 250g honey, 3 eggs, 1 tsp baking soda, 2 tsp ground cinnamon, ½ tsp ground cloves, ½ tsp ground nutmeg, ½ tsp powdered ginger, 300g all-purpose flour, 100g whole wheat flour, 350g cake flour (soft flour), 10-12 whole walnut kernels, divided into quarters","Heat the butter, sugar and honey, stirring constantly, over low heat until the sugar and butter have melted completely. Set aside to cool (10 minutes). Lightly whisk the eggs. Mix and combine baking soda, spices, all-purpose, whole wheat and cake flour. Add the lightly beaten eggs, flour and spices to the melted honey, sugar and butter mixture. Mix and combine to obtain smooth and soft dough. Cover the dough with foil and leave in a cool place for 1-3 days. Then divide and roll the dough into long rolls 1.5 cm in diameter, cut them into smaller rolls. Shape each roll into a walnut sized ball. Place the dough balls, few centimetres apart from each other, on a baking sheet lined with parchment paper or a silicon sheet. Insert, only halfway, a quarter of the walnut kernel at the top of each cookie. Bake the cookies in the oven at 190C for 10-12 minutes. Cool and store in an airtight container."
Deviled Eggs With Crab,6,45,https://www.foodista.com/recipe/SG5QX2ZK/deviled-eggs-with-crab,https://img.spoonacular.com/recipes/641461-556x370.jpg,120.41,8.05,2.34,1.29,"1/2 stick celery, finely chopped, 1 tablespoon Dijon mustard, 6 hard boiled eggs, peeled, halved, and yolks removed, 3 tablespoons chopped fresh chives, 1 tablespoon fresh lemon juice, 4 ounces lump crabmeat, 1 tablespoon mayonnaise, Salt and freshly ground black pepper, 2-3 tablespoons sour cream","<ol><li>In a medium-sized mixing bowl combine the crabmeat, celery, sour cream, mayonnaise, Dijon mustard, lemon juice, and chives. Stir until well combined.</li><li>Season, to taste, with salt and pepper.</li><li>Spoon the crab mixture into the egg halves.</li><li>Serve immediately or chilled until ready.</li></ol>"
Chia Seed Pudding,3,45,https://www.foodista.com/recipe/Q8DJWTHG/chia-seed-pudding,https://img.spoonacular.com/recipes/637832-556x370.png,143.1,6.28,0.48,19.12,"1 tablespoon raw agave syrup, 1 1/2 cups (355 ml) almond milk (or your favorite flavored milk), 1/4 cup black chia seeds, Garnish: Raspberries (or your favorite berry), A pinch of salt, 1 teaspoon vanilla extract","<ol><li>Mix ingredients together in small bowl. Let sit overnight, top with your favorite berries and enjoy!</li></ol>"
No Oven Peanut Butter Squares,24,45,https://www.foodista.com/recipe/3T84VN8X/no-oven-peanut-butter-squares,https://img.spoonacular.com/recipes/653169-556x370.jpg,247.97,15.84,7.11,26.95,"1/2 cup butter (1- stick), 15-20 ""Xocai Healthy Dark Chocolate Nuggets"" (or 6.5 - 8.5 ounces), 1 1/2 cups graham cracker crumbs, 1 cup peanut butter, 2 cups powdered sugar","<ol><li>Line 9""x13"" pan with foil or wax paper, with ends extending over sides of pan. Melt butter in large bowl in microwave on high for 45 seconds or over stove in pan until melted. Remove from heat and stir in sugar, crumbs and peanut butter; mix well. Spread mixture into prepared pan. Melt ""Nuggets"" on slow and low heat in microwave or small saucepan until smooth, stirring until melted. Cool slightly, and then pour over peanut butter mixture in pan. Cool. Cut partially through mixture to mark squares with desired size. Can refrigerate or wait until it sets. Lift from pan, using handles from foil or wax paper. Cut all the way through mixture into squares. Serves 24</li></ol>"
Thai Savory Brown Fried Rice,4,45,https://www.foodista.com/recipe/7C3JZV44/thai-savory-brown-fried-rice,https://img.spoonacular.com/recipes/663150-556x370.jpg,641.16,41.46,20.41,60.63,"2 tablespoons extra virgin olive oil, 4 garlic cloves, minced, 2 smalls fresh red chili peppers, seeded and finely chopped﻿, 1 cup raw cashew nuts, 1 1/4 cups dry unsweetened shredded coconut, lightly toasted, 1/2 teaspoon stevia powder (or sweetener), 4 tablespoons Nama Shoyu (soy sauce) or Bragg liquid Aminos, 2 tablespoons apple cider vinegar (or rice vinegar), 1 flax egg (made with 1 Tbsp. ground flax seed& 3 Tbsp. wa, 2 1/2 cups fresh green beans, cut in half, 8 ounces baby bok choy or regular bok choy (shredded, 1 cup uncooked brown rice (make recipe below), lime wedges for serving","Make my Perfect Brown Rice recipe below.  While brown  rice is cooking prepare rest of meal.  PERFECT BROWN RICE 1 cup uncooked brown rice 1 tsp. olive oil 2 cups filtered water 2 basil leaves (optional)   Fix brown rice by cooking in 1 tsp. olive oil until lightly browned. Place 2 basil leaves on top of rice and add 2 cups water all at once. Quickly put on lid and bring to boil. Turn down heat to simmer until all water has evaporated (around 40 minutes). Heat oil in a wok or large frying pan.  Add the garlic and cook on medium until lightly golden.  Watch carefully so you do not burn garlic. Add the red chili peppers, cashew nuts and toasted coconut.  Mix together stevia, Nama Shoyu and apple cider vinegar together.  Cook over medium heat for 1 minutes. Push stir-fry to one side of pan and add flax on opposite end.  Cook and stir the flax egg for about a minute and then incorporate into stir-fry mixture. Add the green beans, bok choy and brown rice to stir-fry.  Cook and stir on medium for another minute.  Bok Choy will be wilted, but green beans will still be a bit crunchy. Spoon into serving dish and add lime wedge on side for squeezing over rice."
Classic Buttermilk Pie,10,75,http://www.foodista.com/recipe/NC36SRQN/classic-buttermilk-pie,https://img.spoonacular.com/recipes/639578-556x370.jpg,280.16,15.96,8.21,30.95,"1/2 cup melted butter, 1 1/4 cup buttermilk, 3 eggs, 2 tablespoons flour, 1 cup sugar, 1 unbaked 9-inch pie shell (see below), 1 teaspoon vanilla extract","<ol><li>Preheat oven to 325 degrees.</li><li>Beat eggs slightly and add sugar and flour. Then add melted butter and mix well. Add buttermilk and vanilla and mix.</li><li>Dust the unbaked pie shell with a little bit of flour. Pour batter into shell, and then sprinkle a little more flour on top.</li><li>Bake at 325 degrees until the custard is set, approximately 1 hour.</li></ol>"
Jean's Seafood Gumbo,9,45,https://www.foodista.com/recipe/Z2KPLCN3/jean-s-seafood-gumbo,https://img.spoonacular.com/recipes/648524-556x370.,524.07,18.76,5.48,20.56,"2 pounds fresh or frozen medium-size shrimp, in shells if possible, for stock, 1 dozen fresh or frozen blue crabs, cleaned and shells removed (substitute: 2 pounds fresh crabmeat, crawfish, oyster, or turtle), 4 stalks celery, chopped, ½ cup chopped parsley, 2 green peppers, chopped, 1 large onion, chopped, 1 cup chopped green onions, 4 cloves garlic, chopped, 3 bay leaves, 1 ounce tomato paste, 4 teaspoons vegetable oil or shortening, ½ cup flour, 2 teaspoons salt, 2 teaspoons ground black pepper, ½ teaspoon dried thyme, 1 teaspoon Worcestershire sauce, 1 can whole peeled tomatoes, chopped, All the Tabasco sauce you can handle, Creole seasoning to taste, 1 pound andouille, turkey, kielbasa or smoked sausage, cubed, 2 tablespoons filé powder, 1 pound fresh or frozen sliced okra, 1 bag Louisiana rice (or white rice)","Fill a 14-16-quart pot with two quarts of water and bring to a boil. Meanwhile, peel and devein the shrimp, keeping the heads and hulls. Set the shrimp aside in cold water. In the large ""gumbo pot"" boil heads and hulls for 30 minutes to an hour. This will give you Creole gumbo. Strain shrimp heads and hulls from stock and set aside. Discard heads and hull immediately. Otherwise, the next day your kitchen will smell like Bayou St. John. Clean the fresh crabs  If the crabs are fresh, you must take time to clean them. Discard the hard back shell and some of the so-called ""dead man,"" or yellow insides. Clean and separate crabs and set aside. (Note: If necessary, you can use meat from king, Dungeness, snow or stone crabs for your gumbo). Before you fire up the stove again, cut up your celery, parsley, peppers, onions and garlic, especially if you're alone and there is no one to help you stir the pots. It takes time peeling the onions and garlic  Put the celery and parsley in a separate container from the other chopped ingredients and refrigerate until needed to keep them fresh. Place the gumbo pot with the shrimp stock on the stove. Add cleaned crabs and bay leaves. Stir slowly. You don't want your shrimp stock messing up the floor. Add celery, parsley, and tomato paste to the gumbo brewing on the stove. Bring to a boil. Turn down heat, cover, and let simmer. Here comes the roux -- a thick and flavorful sauce that has become one of the most important staples of Louisiana cuisine. Pour oil or shortening into a separate heavy skillet (please do not use a thin omelet pan) over a medium-low heat. Slowly stir in flour to make the roux. Keep your eyes on the skillet. If the phone rings, let the answering machine pick it up. Cook roux until it has a dark mahogany color. Do not stop stirring until roux appears nutty or grainy. If black specks appear, the roux is burned. Throw it out and start from scratch. A good roux could take 30 to 45 minutes cooking time. Now you are ready to add the holy trinity of onions, garlic, and green peppers to the roux mixture. Stir ingredients in slowly because the flour is still sizzling. The moisture will begin to disappear. This is when Jean would add another quart or two of water to the gumbo pot. Add roux to the gumbo pot. Bring to a boil, stirring constantly. Lower heat and cover. The kitchen should smell good right now. Pour yourself another cold something-or-other. You're halfway there. Come back to look and stir in an hour or so. Season to taste: add salt, pepper, thyme, Worcestershire sauce, Tabasco sauce and any Creole seasoning you like. Don't overdo it right now. Let the roux work its magic absorbing all the wonderful ingredients. Gumbo is usually very spicy, but you can keep it mild. Remember, if you have decided to use andouille sausage it is also hot. Fry sausages and okra with a little bit of the leftover grease. Sprinkle a little leftover flour if the okra is fresh. Add to gumbo pot. Add chopped peeled tomatoes, stirring until well blended. Add more water if necessary. The roux will keep it thick and tasty. Return to a boil and simmer for 10 minutes. Reduce heat and let simmer, uncovered, for 2 1/2 to 3 hours over low heat. Skim any excess fat. Add shrimp. Stir in slowly as you increase the heat one last time. It's time to stir in the fil powder. Cook another 20 to 30 minutes until the gumbo is thick. Taste and adjust seasonings one more time. Did I mention the rice? Seafood gumbo is served over Louisiana rice. Of course, you can substitute for your own favorite rice. Just plain old brown or white rice will do. Before serving, taste one more time and adjust seasoning. Turn off heat and remove seafood gumbo from the stove. To cool down the pot before serving, place it in the sink with a few inches of ice-cold water. If needed, add additional salt and Tabasco sauce. If you can see through the gumbo to the bottom of the pot, work on your roux next time."
Classic French Mussels,2,45,https://www.foodista.com/recipe/X2W746Q6/classic-french-mussels-done-light,https://img.spoonacular.com/recipes/639599-556x370.jpg,501.23,28.32,11.97,19.25,"1/2 cup dry white wine, 3 sprigs fresh parsley, 4 garlic cloves, finely chopped, Kosher salt, 1/2 cup low-fat buttermilk, 2 pounds mussels, cleaned, 1 Tbs olive oil, 2 shallots, finely chopped, 4 tablespoons unsalted light butter, cut into pieces","<ol><li>Scrub mussels with a stiff brush, discard any that are open and stay that way even when you close the shell. Discard any with broken shells.</li><li>Soak them in cool clean water for at least an hour. Mussels are alive and breathing and have taken in sand over time. This allows them to expel the sand.</li><li>Mussels have a small fibrous ""beard"" that should be removed. Pull it out toward the hinge of the shell to keep from injuring the mussel.</li><li>Heat the olive oil in a large pot over medium-high heat. Add the shallots and garlic and cook until soft, about 5 minutes. Add the mussels, wine, buttermilk, butter, and parsley and season well with the kosher salt. Give it a good stir, cover the pot, and cook until mussels open and are cooked through, 10 to 15 minutes. Divide the mussels and the juices between 2 bowls and serve with a crusty whole-grain bread to sop up that wonderful sauce.</li></ol>"
Simple Roast Chicken,4,45,https://www.foodista.com/recipe/QFV873BT/simple-roast-chicken,https://img.spoonacular.com/recipes/660133-556x370.jpg,989.6,64.49,22.01,55.2,"1 large chicken (about 1.2kg), 1/2 stick of butter, softened, 5 cloves of garlic, chopped finely, Rind of two lemons, 1 teaspoon chilli flakes, salt and pepper, 1/2 lemon, 4 Yukon Gold potatoes, sliced thickly into rounds, 2 sweet potatoes, sliced into rounds, pinch of chilli flakes, olive oil","Wash the chicken inside and out and pat dry. Make sure the skin is nice and dry so the skin gets crispy. Season well with salt and pepper inside, out and under the skin. Mix the butter with the garlic, chilli and lemon rind. Season a bit with salt and pepper. Stuff the flavoured butter under the skin over the breast, legs and back. Stuff the lemon half into the cavity. Pre-heat the oven to 400F. Toss the two kinds of potatoes in the bottom the the baking pan with the chilli, salt and pepper to taste and a generous helping of olive oil. Place a rack over the vegetables. Position the chicken breast side up on the rack. Bake for the first 15 minutes at 400F. Then drop the temperature and continue to cook for about an hour at 300F. Halfway through cooking turn the chicken on its breast. Spoon over some of the juices. Later, to check for doneness, pierce the thickest part of the chicken (the thigh). If the juices run clear the chicken is ready, if not continue cooking. Serve chicken on a platter on the bed of roasted potatoes."
Rocky Road Ice Cream,10,45,https://www.foodista.com/recipe/WGM3YMVS/rocky-road-ice-cream,https://img.spoonacular.com/recipes/658725-556x370.jpg,852.61,65.0,21.02,68.55,"5 cups unsweetened cocoa powder, 1 can (14 ounces) sweetened condensed milk (I used Eagle Brand), 2 cups heavy cream, 1 cup half and half, 1 tablespoon vanilla extract, 5 cups chopped almonds, 1 cup mini marshmallows","First thing you want to do is in a medium size saucepan you want to slightly heat the sweetened condensed milk and the cocoa powder. You are not trying to cook it you are just heating it while you stir the cocoa together so that you get it all incorporated to a nice smooth chocolate sauce. Once it is incorporated pull it off the heat and set it aside to cool. Add in the half and half, vanilla extract and heavy cream and stir well (I just used a regular spoon.) Once it is all mixed together stick your saucepan in the freezer while you chop the nuts and prepare the ice cream maker. Chop the almonds. I did a rough chop and tried to chop them different ways so you get a different size bite each time. Once you have the nuts chopped and your marshmallows measured out get the ice cream maker bowl out of the freezer and put it in the ice cream maker. Set it up so it is ready to use. Take your chocolate mixture out of the freezer and pour it into the ice cream maker. Turn the ice cream maker on. Set your timer for 35 minutes. At the 35-minute mark add in your toppings and let it incorporate for another 5 minutes. Once this is done scoop it out of the ice cream maker and into your freezer containers. Mine was definitely firm enough to serve right then. It would have been a little firmer then soft serve. I stuck it in the freezer for 2 hours and then I had this ice cream cone!"
Spinach pie with home made dough,10,45,https://www.foodista.com/recipe/47F2GTPW/spinach-pie-with-home-made-dough,https://img.spoonacular.com/recipes/661323-556x370.jpg,315.5,17.84,10.0,28.81,"2 cups all purpose flour, 3.5 oz butter (1 stick), 1 carrot, 5 eggs, ½ lbs. feta cheese, ½ bunch fresh dill, 1 lbs. frozen spinach, 3 tbsp. milk (for oiling too), 1 onion, pepper, salt, 3.5 oz sour cream, 1 cup water","<ol><li>In a large bowl mix the butter and flour together until crumble (the butter must be at room temperature).</li><li>Then add in the egg (slightly beaten), water and salt and knead until the dough is not sticky anymore.</li><li>Put the dough in the fridge, Covered in plastic, until we make the filling.</li><li>Filling:</li><li>In a bowl mix the spinach (you SHOULD defrost the spinach and drain it very well Before, Usually I defrost it in the microwave about 10 to 15 min., That's easier) with the shredded cheese, sour cream, chopped dill, chopped onion and shredded carrots (very thin).</li><li>Beat the eggs and stir in (but keep one yolk for oiling the surface of the pie)</li><li>Season with salt and pepper as for your keys.</li><li>I used half pound of feta cheese in the filling But you CAN add 4.5 oz of feta and 3.5 oz of cheddar cheese (cheddar Makes the more homogenous the filling)</li><li>Preheat the oven at 356  F.</li><li>Now you CAN take out the dough from the fridge and divide it in two, one piece is for the bottom of the market and Should Be Bigger, The Other One Will Be for the top of the pie and Will Be Smaller. From the second one we Will make strips and We will make the grid.</li><li>Make the first sheet with the rolling pin a little bit Thicker, THEN oil the tray and put it inside Covering the sides of the tray.</li><li>Add in the filling, THEN make the other sheet and cut strips. Them interpolated on top of the pie and spread over the yolk mixed with 3 tbsp. of milk.</li><li>Cook until is nice roasted.</li><li>Enjoy! it's delightful!</li></ol>"
Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico),8,45,https://www.foodista.com/recipe/TMWCNMVR/vanilla-and-lime-flan-recipe-by-esperanza-platas-alvarez-planet-food-mexico,https://img.spoonacular.com/recipes/664284-556x370.jpg,410.55,11.95,6.37,66.17,"2 cups of condensed milk, 6 eggs, 3 limes, 3/4 cup sugar, 1 vanilla pod, sliced in half lengthwise, 3 tablespoons water, 2 cups whole milk","<ol><li>Preheat the oven to 360 degrees Fahrenheit.</li><li>To make the caramel, heat together the water and sugar gently over a medium flame for about 10 minutes, ensuring the mixture does not burn.</li><li>Meanwhile, pour the condensed milk and whole milk into a pan. Add the zest of the limes. Slice the vanilla pod in half and carefully scrape out the vanilla seeds and add these to your milk mixture.</li><li>Simmer the milk slowly for fifteen minutes to let the flavours infuse.</li><li>Once the caramel is ready, pour into a cake pan and swirl it around to evenly coat the bottom of the pan. Set aside.</li><li>In a bowl, crack the eggs and beat together. Slowly pour a little of the warm milk , vanilla and lime mixture into the eggs. This will temper the eggs and prevent them from scrambling from the heat. Once the temperature of the eggs has been raised by the warm milk, pour in the rest of the milk. Pour all of the mixture into the cake pan over the caramel.</li><li>Cook the cake pan in a water bath by placing the pan inside a larger pan which is filled half way with water. Place in the oven and cook for 45 minutes to an hour.</li><li>Once ready, allow to cool and place inside a fridge overnight. The flan is then ready to be flipped over gently and served.</li></ol>"
