Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
How to Make the Best Chicken Jambalaya,8,55,https://www.pinkwhen.com/chicken-and-sausage-jambalaya/,https://img.spoonacular.com/recipes/715545-556x370.jpg,449.86,20.86,7.5,37.93,"▢ 2 tbsp unsalted butter, ▢ 1 lb sliced sausage, ▢ 1 lb boneless skinless chicken breasts cut into bite sized pieces, ▢ 1 cup yellow onion chopped, ▢ 1 cup celery chopped, ▢ 1/2 cup bell pepper chopped, ▢ 1 tbsp minced garlic, ▢ 1 cup tomato sauce, ▢ 14.5 oz diced tomatoes, ▢ 2 1/2 cups chicken stock, ▢ 1 1/2 cups rice uncooked and rinsed, ▢ 2 bay leaves whole, ▢ 2 tsp ground black pepper, ▢ 1 tsp salt, ▢ 1 tsp white pepper, ▢ 1 tsp thyme dried, ▢ 1 tsp red pepper flakes, ▢ 1/2 tsp sage","Instructions  Combine the creole seasoning ingredients in a small bowl and set aside.  Melt butter in a large dutch oven over medium-high heat.  Add the sausage until it starts to brown, about 3 minutes.  Add the chicken and continue to cook until brown, about 3-5 minutes. Stir frequently.  Turn the stove top down to medium heat.  Preheat your oven to 350 degrees.  Stir in the seasoning mix of cajun spices and 1/2 of the chopped onion, celery, green bell pepper, and garlic. Cook until vegetables get tender, about 3-5 minutes. Stir frequently and scrape the bottom of the pot frequently.  Stir in the tomato sauce and cook for about one minute.  Stir in the remaining onion, celery, bell pepper, garlic, and the diced tomatoes then remove from heat.  Stir in the rice and chicken stock, mix the ingredients well.  Bake uncovered in the oven at 350 degrees for one hour or until the rice is tender but still has a little crunch.  Remove from the oven, add the bay leaves and stir well.  Allow the dish to cool for five minutes before serving. OPTIONAL: Top with green onions before serving."
Curry Leaves Potato Chips,3,45,https://www.foodista.com/recipe/S6M8SF2T/curry-leaves-potato-chips,https://img.spoonacular.com/recipes/641122-556x370.jpg,177.47,3.24,0.3,34.5,"3 potatoes - remove skin, sliced thinly and soaked in ice water for 10-15 minutes., 1 tsp plain chili powder, 3-4 sprigs curry leaves, Salt for taste, Oil for frying","Wipe/pat dry potatoes. Mix in chili powder and salt. Heat oil and fry in batches till crunchy and crispy. Remove and keep aside. In the same oil, fry curry leaves till crispy too. Scoop out and add over chips. Crush and toss the leaves with the chips."
Fresh Peach Margarita With Lime Sugar,2,45,https://www.foodista.com/recipe/Y8QJY2B2/fresh-peach-margarita-with-lime-sugar,https://img.spoonacular.com/recipes/643559-556x370.jpg,293.16,0.27,0.02,28.22,"1/2 cup crushed ice, 1 Juice of lime, Lime Sugar, optional, 1 teaspoon of orange liquor, optional, 1 medium size peach, 2 ounces of Peach Schnapps, 2 tablespoons of sugar, 4 ounces silver tequila (I used Patron)","<ol><li>If making lime sugar:  Add 1/2 teaspoon of finely minced lime zest to 1/4 cup granulated sugar and set aside for about 30 minutes, stirring occasionally.</li><li>For a pretty presentation, coat the rims of the glasses you are using with lime sugar (of course you can alternatively use plain white sugar).  Do this by rubbing the rim with a lime wedge and then placing the rim into a plate that has the sugar in it until the rim is coated with sugar.</li><li>Place all ingredients into the blender and puree.  Add a little cold water if it is too thick.  Either chill all ingredients before making or add some ice cubes after you have made the margarita and stir it until it is as cold as you like and strain it into your glasses (or serve on the rocks).</li></ol>"
Seafood Gumbo,12,45,https://www.foodista.com/recipe/XJJFHR6X/seafood-gumbo,https://img.spoonacular.com/recipes/659638-556x370.,376.35,5.15,0.84,47.88,"2 bay leaves, 3 ribs celery, finely diced, 8 cups cooked long-grain white rice, 1 tablespoon filé powder, 4 quarts shrimp stock, crab stock or fish stock, 1/2 cup flour, 6 cloves garlic, minced, 2 green bell peppers, diced, 1 pound fresh lump crab meat, picked over for shells and cartilage, 1/2 cup oil, 2 pounds okra, chopped, 2 medium onions, diced, 2 dozens oysters, freshly shucked, liquor reserved, Salt and freshly ground black pepper to taste, 1 tablespoon Creole seasoning blend, 2 pounds medium shrimp, peeled and deveined, 1 teaspoon dried thyme leaves, 1 cup tomato purée, 4 tomatoes, seeded and diced","<ol><li>Heat oil in a large heavy stockpot over medium-high heat.</li><li>Add the flour and stir constantly until a light brown roux is formed.</li><li>Add the onions, bell pepper, celery and garlic. Saut until the onions become translucent and the vegetables are tender.</li><li>Add the tomatoes and tomato pure and cook over medium heat for 10 minutes.</li><li>Add the Creole seasoning, thyme, bay leaves and about 1/2 teaspoon each of salt and pepper, and continue to cook another 10 minutes.</li><li>Add the okra, and cook for another 10 minutes, then add the stock. Bring to a boil, then reduce heat to simmer and cook another 30 minutes.</li><li>Reduce heat to low.</li><li>About 10 minutes prior to serving, add the shrimp, oysters and oyster liquor. Just prior to serving, add the crab meat (the crab meat does not need to be cooked, just stir until it is heated through.</li><li>Taste and correct seasonings if necessary.</li><li>Remove from heat and sprinkle the fil powder on the surface of the gumbo; cover and let stand for 15 minutes. Uncover and stir to mix.</li><li>Serve hot with French bread and cold beverages.</li></ol>"
Goldilocks Chia Seed Porridge,1,15,https://www.foodista.com/recipe/SHSG4TQK/goldilocks-chia-seed-porridge,https://img.spoonacular.com/recipes/645032-556x370.jpg,386.62,26.07,5.29,27.82,"1 tablespoon Black Sesame seeds, 1 tablespoon Cacao nibs, 3 tablespoons Chia seeds, 1 tablespoon Goji berries, 1/2 cup vanilla hemp milk, 1 1/2 teaspoons Lucuma Powder, 1/8 cup Fresh Mango, cubed, 1 tablespoon Pumpkin seeds, 2 Fresh strawberries, sliced","<ol><li>Lovingly mix all of the ingredient's together in your favorite cereal bowl, let sit for approx. 5 minutes or longer so that the Chia seeds can began to thicken into a gel-like consistency. You may prefer to add the Chia seeds and the hemp milk first to allow for the thickening process to take course before adding the remaining ingredient's, this shall be up to you.</li><li>Once the cereal is thickened, think happy and enjoy!</li></ol>"
Vanilla Panna Cotta with Chocolate Ganache,8,45,https://www.foodista.com/recipe/RHHSKBJQ/vanilla-panna-cotta-with-chocolate-ganache,https://img.spoonacular.com/recipes/664327-556x370.jpg,13.13,0.58,0.28,0.87,"3 sheets of gelatin, 1/2 cup milk or 120 ml, 1 vanilla bean","<ol><li>Fill a bowl with water, add the gelatin and let is soak. Pour milk into a pan & bring to just below simmering, then remove the pan from the heat. Do NOT let it boil. Drain & squeeze out the gelatin & add it to the milk. Pour the cream into another pan, add the sugar and vanilla bean and bring to a boil over low heat, stirring constantly. Then remove the pan from the heat, remove the vanilla bean and stir in the milk mixture.</li><li>You can put the mixture into any kind of ramekin, mold, cup, you like. Rinse your 'glass' in ice-cold water, shaking out any excess water & fill with the milk mixture. Chill in the refrigerator for several hours until set (at least 3-4 hours). Turn out onto a serving dish & serve with fruit sauce or chocolate sauce.</li><li>In a double boiler melt chocolate bar. Once the chocolate is completely melted, slowly whisk in cream until the desired consistancy is reached.</li><li>Drizzle over the top of the panna cotta once on the serving plate.</li></ol>"
Gluten Free Onion Rings,4,45,https://www.foodista.com/recipe/L5CSWWPM/gluten-free-onion-rings,https://img.spoonacular.com/recipes/644846-556x370.jpg,384.44,21.91,4.55,40.89,"1 egg, 1/4 cup vegetable oil, 1 cup milk, 1 cup Bette Hagman's pizza/french bread flour mix (see note; I'm sure any other gluten free ""all purpose"" blend would work), 1/2 teaspoon salt, 1 teaspoon baking powder, 2 large yellow onions, sliced & separated into rings, 1/2 cup gluten free all purpose flour (for coating onions), Oil for frying (we use canola)","Mix egg, oil, and milk on low speed of mixer for 1 minute. Add Bette's Mix (or equivalent dry ingredients) and mix until smooth. Put 1/2 cup all purpose gf flour in a shallow dish. Coat onion rings in flour. Dip floured onions in prepared batter. Fry in hot oil (375 degrees, at least 1-inch deep) until desired shade of brown."
Zabaglione with Roasted Plums,4,20,https://www.foodista.com/recipe/QS5MMQMF/zabaglione-with-roasted-plums,https://img.spoonacular.com/recipes/665620-556x370.jpg,239.12,5.12,1.66,43.17,"12 Italian plums, halved and pitted, 6 tablespoons sugar, 4 large egg yolks, 1/4 cup plum brandy (slivovitz) or grappa mixed with 1/4 cup water or 1/2 cup Marsala wine, Kosher salt","1.Heat the oven the to 400F. Place the plums on a rimmed cookie sheet (lined with parchment paper for easier cleanup) and sprinkle with 2 tablespoons of the sugar. Roast until the plums are browning and tender but not falling apart, about 15 minutes. 2.Bring about 2 inches of water to a bare simmer in a saucepan over medium-high heat. Reduce the heat to maintain a bare simmer. Combine the egg yolks, the remaining 4 tablespoons sugar, the plum brandy mixture, and a pinch of salt in a round-bottomed metal mixing bowl; whisk thoroughly. 3.Set the bowl over the simmering waterthe base of the bowl should not touch the waterand whisk continuously. The egg yolks will begin to froth, lighten, and grow greatly in volume. If you sense that the yolks are at risk of scrambling, quickly remove the bowl from the heat and whisk to cool slightly, then continue. When soft peaks form, after 5 to10 minutes, the zabaglione is done. Transfer to a clean bowl, cover, and refrigerate. 4.To serve, place 6 plum halves in the bottom of each of 4 glasses. Give the zabaglione a quick whisk and spoon it on top of the plums. Serve immediately."
Authentic Bolognese Sauce,8,45,https://www.foodista.com/recipe/TV5C22MQ/authentic-bolognese-sauce,https://img.spoonacular.com/recipes/633068-556x370.jpg,475.81,35.1,12.18,7.64,"1 large carrot, finely chopped, 1 celery rib, finely chopped, 1 1/2 cups dry white wine, 3 garlic cloves, minced, 2 pounds regular ground beef, 3 tablespoons olive oil, 1 onion, diced, 4 ounces pancetta, finely chopped, 1/2 teaspoon pepper, 1 teaspoon Salt, 1/4 cup tomato paste, 1 1/2 cups whole milk","<ol><li>In a large skillet, heat oil over medium heat. Cook pancetta, onion, carrot, celery, and garlic until soft, about 10-15 minutes.</li><li>Add ground beef and cook until no longer pink. Stir in wine, milk, and tomato paste. Add salt and pepper.</li><li>Simmer uncovered for 1 hour, until most of the liquid is absorbed.</li></ol>"
Tomato and lentil soup,4,45,https://www.foodista.com/recipe/5V4PTMT2/tomato-and-lentil-soup,https://img.spoonacular.com/recipes/663559-556x370.jpg,340.11,8.08,1.13,50.72,"2 Tbs olive oil, 1 onion, chopped, 2 cloves garlic, minced, 3 carrots cut into cubes, 480g canned chopped tomatoes, 1 bay leaf, 1.3 l water, 250 g lentils, ¼ tsp salt, 1 bunch chopped parsley","Saut onion and garlic in olive oil for 5 minutes. Add the carrot, saut for another 2 minutes. Add tomatoes, bay leaf and water, stir and bring to the boil. Stir in lentils, season with salt and cook for 5 minutes. Before serving sprinkle with chopped parsley."
English Berry Trifle,16,350,https://www.foodista.com/recipe/4WVZZX8K/english-berry-trifle,https://img.spoonacular.com/recipes/642413-556x370.jpg,268.45,9.62,5.31,42.6,"4 large eggs, 1/3 cup fresh lemon juice, 1 tablespoon grated lemon peel, 1 16-ounce pound cake, 1/4 cup (or to taste) Sweet Sherry or Port, 2 pints fresh strawberries, 1/4 cup strawberry preserves, 1/4 cup plus 3 tablespoons sugar, 1 cup sugar, 1/2 cup (1 stick) unsalted butter, room temperature, 2 cups whipped cream, chilled","<ol><li>For curd: Whisk eggs, sugar, and lemon juice in heavy medium saucepan to blend. Add butter and lemon peel. Stir over medium heat until curd thickens to pudding consistency, about 10 minutes. Transfer to small bowl. Press plastic wrap onto surface of curd. Chill until cold, at least 4 hours. (Can be made 3 days ahead.)</li><li>For fruit and topping: Combine 2 pints strawberries and 1/4 cup sugar in bowl. Mash berries coarsely with fork. Let stand until juices form, stirring occasionally, about 30 minutes.</li><li>Cut cake crosswise into 8 pieces. Cut each piece into 3 strips. Line bottom of 3-quart trifle bowl with 8 cake strips, trimming to fit. Drizzle with 3 tablespoons Sherry or Port; spread with a thin layer of preserves, then spread 2/3 cup curd, then half of mashed berries. Repeat layering. Top with remaining cake, alcohol, preserves, and curd. Cover; chill (preferably overnight).</li><li>Beat cream and 3 tablespoons sugar in bowl until peaks form; spread over trifle. Mound remaining berries in center.</li></ol>"
Lebanese Tabouleh,2,45,http://www.foodista.com/recipe/JM4J3HC6/lebanese-tabouleh,https://img.spoonacular.com/recipes/649411-556x370.jpg,212.51,15.01,2.1,18.47,"3 tablespoons cooked bulgur wheat, 3 cups flat leaf parsley, about one bushel, 1 tablespoon fresh mint, 3 tablespoons green onions, finely chopped, 1 Juice from lemon, 2 tablespoons olive oil, 1/4 cup roma tomatoes, finely chopped","<ol><li>Remove stems from parsley and mint. Rinse leaves in a colander. Pat dry with paper towel.</li><li>In a food processor pulse parsley and mint until finely chopped. Transfer to a large mixing bowl.</li><li>Add green onions, tomatoes and bulgur wheat; stir to combine.</li><li>Toss with lemon juice and olive oil. Refrigerate for an hour before serving.</li><li>Serve on its own or with pita bread</li><li>Serves 2</li></ol>"
Three-Cup Chicken,6,45,https://www.foodista.com/recipe/436T6V4Y/3-cups-chicken,https://img.spoonacular.com/recipes/663392-556x370.jpg,434.82,26.47,6.51,9.37,"2-3 leaves of basil, julienned, 1 bulb garlic, separated into individual cloves, skins on, 3 slices old ginger, 1 cup rice wine, 1 cup sesame oil, 1 cup soy sauce, 3 large bunches of spring onions, cut into 1 inch lengths, 2 tablespoon fine sugar, 1 whole chicken","<ol><li>Marinate chicken with soy, sesame oil and rice wine. At least for 6 hours, although overnight is best.</li><li>Take the chill off the meat. Heat up some sesame oil in a wok or claypot until it is sizzling hot.</li><li>Throw in garlic, ginger and spring onions. Fry briefly till fragrant. Add in chicken and sear.</li><li>Keep stir-frying. Pour in the marinade liquid and the sugar. Continue to cook on medium.</li><li>Once you have a rolling boil, cover the wok/claypot and let it simmer over a small flame, until all the liquid has disappeared and the chicken is on the cusp of burning.</li><li>There should hardly be any gravy left. The chicken should be caramelised (charred at parts, even) and sizzling when served.</li></ol>"
Protein Strawberry Smoothie,1,5,https://www.foodista.com/recipe/FMT8M6DR/fruity-milk-spin,https://img.spoonacular.com/recipes/644044-556x370.jpg,387.73,3.67,0.43,58.53,"1/2 cup almond milk, 1/2 medium ripe banana, 1 1/2 cups fat free Greek yogurt, 2 teaspoons honey, 1 cup crushed ice, 2 cups fresh or frozen strawberries",<p>Combine ingredients and blend!</p>
Sardine Croquettes (Croquetas De Sardinas),14,45,https://www.foodista.com/recipe/8ZNRD8RW/sardine-croquettes-croquetas-de-sardinas,https://img.spoonacular.com/recipes/659270-556x370.jpg,137.32,5.37,0.94,17.09,"1 can canned sardines, drained and rough chopped, 2 cups Cassava (I used frozen), 4 tablespoons Parmesan Cheese, grated, 2 Egg Yolks, beaten, 2 Egg Whites, whisked, 2 teaspoons Baking Powder, 1 cup Plain Bread Crumbs, 1/8 cup Cilantro or Parsley, minced, some oil, for frying, Salt& Pepper, to taste","<p>I used frozen cassava because it is a time saver! So no judging. In a pot with salted water cook the cassava also known as in Spanish yuca until fork tender.</p><p>Once the cassava is cooked throughly, mash it till smooth. Then add in the sardines, cheese, egg yolks, baking powder, salt, pepper, and cilantro/parsley, mix well.</p><p>Preheat oil in frying pan. With wet hands start forming balls with the sardine batter, dip it in the egg whites then roll it in the bread crumbs, use all the batter. Fry corquettes till golden brown on all sides. Let it rest on a double-lined paper towel to remove excess oil. Serve with ketchup.</p>"
Tasty Easy Meatloaf,8,45,https://www.foodista.com/recipe/RFC3GL4B/tasty-easy-meatloaf,https://img.spoonacular.com/recipes/662917-556x370.jpg,334.39,20.44,7.22,19.48,"1 cup breadcrumbs, 3 Tbs brown sugar – packed, ½ lb bulk sausage, 2 8 oz cans tomato sauce - divided, 3 Tbs Cider vinegar, ½ tsp cumin, 1 egg beaten, 1 tsp garlic powder, 1 lb Ground Beef, 1 small onion – diced., ½ tsp pepper, 1 ½ tsp salt, ½ cup water, 2 Tbs good quality whole grain mustard, 2 Tbs Worcestershire","<ol><li>Mix beef, sausage, bread crumbs, onion, egg, salt, pepper, cumin, garlic powder,  cup tomato sauce. Do not over mix or your meatloaf will become chewy. Simply use your fingers and mush it together and only do this until it is just mixed.</li><li>Place in a shallow oven proof pan and form into a loaf. Stir together the remaining sauce, vinegar, sugar, mustard, water and Worcestershire</li><li>Pour the sauce over the meatloaf and bake x 1 hour until cooked through. While cooking, spoon the sauce over the top of the meatloaf about every 20 minutes.</li><li>Remove from the oven and spoon the sauce over the top a final time. Allow to rest for 10 minutes before serving.</li></ol>"
"Vietnamese Pancakes with Vegetables, Herbs and a Fragrant Dipping Sauce (Bánh Xèo)",6,45,https://www.foodandspice.com/2012/05/vietnamese-pancakes-with-vegetables.html,https://img.spoonacular.com/recipes/716217-556x370.jpg,389.7,22.48,13.87,42.92,"1 1/3 cups brown rice flour, 1/2 tablespoon brown sugar, 1 large carrot, scrubbed and grated, pinch of cayenne, 1 3/4 cups of coconut milk + water if needed, 1 medium daikon radish, scrubbed and grated, 1 egg, beaten, 1 cup enoki mushrooms, trimmed, 2/3 cup fresh basil leaves, roughly chopped, 1-inch piece fresh ginger, grated, 1/4 cup fresh mint leaves, trimmed and roughly chopped, 1 cup fresh parsley or cilantro, roughly chopped, 1 clove garlic, crushed, 1 fresh green chili, seeded and minced, 2 fresh green chilies, seeded and sliced into small strips, 4 green onions, washed and cut on an angle, juice from 2 limes, 1 cup mung bean sprouts (see note below), 2 fresh red chilies, seeded and minced, 1 tablespoon rice vinegar, 1/2 teaspoon sea salt, 1 1/2 tablespoons toasted sesame oil, sesame oil for frying, 1 1/2 cups snow peas, sliced into small strips, 1 tablespoon tamari sauce, 1 teaspoon turmeric","Begin by preparing the pancake batter. Whisk together the rice flour, egg, sea salt, turmeric, cayenne and green chili. Gradually whisk in the coconut milk. The mixture should be a smooth, semi-thick batter that is of pouring consistency. Add a little water if necessary. Cover and set aside while you prepare the rest of the food.Now prepare the sauce. Whisk together all of the ingredients and set aside.For the filling, combine the carrot, radish, green onions, green chilies and snow peas. Put the herbs in another bowl and have your sprouts ready along with the mushrooms.Heat a teaspoon of oil over medium heat in a non-stick skillet. When hot, ladle 1/2 cup of batter into the pan and spread with the bottom of the ladle until you have a roughly 6 to 8 inch pancake.  Fry for 6 to 8 minutes or until you have small holes forming and the bottom is crispy brown, then flip and fry for another few minutes on the other side. Transfer to a plate and keep warm in a 150 oven while you finish the rest of the pancakes  you should finish with 4 to 6 pancakes.To serve, scatter a portion of the vegetables, herbs and mushrooms over one half of the pancake. Sprinkle some sauce over top and fold the pancake. Drizzle with more sauce and there you go."
Meyer Lemon Cheesecake,12,45,https://www.foodista.com/recipe/Q48ZWTQT/meyer-lemon-cheesecake,https://img.spoonacular.com/recipes/651757-556x370.jpg,562.15,41.75,23.52,38.85,"3 packages of organic cream cheese @ room temperature, 4 eggs @ room temperature, 2 C finely crushed gingersnaps (I used 1 box of Anna's ginger thins), ½ C juice of Meyer lemon (I used 2 juicy lemons), Zest from 2 Meyer lemon, 1/8 teaspoon salt, 1½ C organic sour cream, 1 cup sugar, 1/2 cup unsalted butter (room temperature), 2 packages of 1/3 less fat cream cheese @ room temperature","<ol><li>1. Preheat oven to 300 degrees.</li><li>2. Combine gingersnaps and melted butter in a Ninja Blender or food processor and run until gingersnaps are crumbly. Press mixture firmly into the bottom of two 6 Springform pans coated with cooking spray. Bake for 15 minutes; cool on a wire rack.</li><li>3. To prepare the filling, using an electric mixer, beat the cream cheese until smooth. Add the sugar then the salt. Beat in the eggs, 1 at a time. Next add the sour cream, lemon juice and zest. Beat until thoroughly mixed. (Make sure you get the cream cheese mixed in from the bottom of the mixing bowl.)</li><li>4. Pour the filling into the two Springform pans. Do not fill to the very top as the mixture expands a little bit. If you have a small amount of mixture left over just bake it in a small baking dish.</li><li>5. Fill an 11x13 (approx.) with water on a lower rack in the oven. On the middle rack, above the water pan, place the two Springform pans. Place in 300* oven for 1 hour and 10 minutes. After 35 minutes, reverse the position of the two pans if they are in two different areas of the oven, such as one in front of the other.</li><li>6. Turn the oven off and leave the cheesecakes in the oven for another hour.  Remove from oven and cool to room temperature on a wire rack.</li><li>7. When cheesecakes are at room temperature, place them in the refrigerator for 8 hours or overnight.</li><li>8. Before removing from pan, use a knife to cut around the pan sides. Then open the clasp on the Springform and release the cheesecake. Place it on a serving plate with the bottom of the Springform pan underneath.</li></ol>"
Baked Crusty Chicken,6,45,https://www.foodista.com/recipe/83RKWBB6/baked-crusty-chicken,https://img.spoonacular.com/recipes/633569-556x370.jpg,366.75,23.83,6.44,11.1,"1/2 cup Dried bread crumbs, 2 tablespoons butter or margarine divided, 1 Chicken, cut into pieces, 1 teaspoon Dried basil, 1/4 cup plus 1 tablespoon flour divided, 1 tablespoon Fresh parsley, chopped, 1/4 teaspoon Ground black pepper, 1 Lemon juice of, 1/2 teaspoon Paprika, 1/2 teaspoon salt, 1/2 teaspoon vegetable oil","<ol><li>Heat oven to 350. Combine bread crumbs, flour, parsley, basil, salt, paprika and pepper in small brown paper bag; seal and shake to mix. Combine lemon juice, butter and oil in large bowl. Add the chicken, turning the pieces to coat. Working with a few pieces at a time, shake the chicken in crumb mixture in the bag to coat evenly; place the pieces on 15x10x1"" baking pan. Bake in 350 oven for 45 minutes or until the chicken meat is no longer pink near the bone. Increase the oven </li><li>NOTES : For a quick sauce, combine equal parts mustard and horseradish; serve chicken with buttered noodles tossed with pepper and zucchini strips.</li></ol>"
Broccoli and Cheese Phyllo Pie,8,45,https://www.foodista.com/recipe/6ZTLMS7C/broccoli-and-cheese-phyllo-pie,https://img.spoonacular.com/recipes/636158-556x370.jpg,253.36,20.29,10.69,3.95,"1 head of broccoflower, cut into 'florettes', 4 eggs, 8 strips of bacon, cooked and chopped, 1/2 teaspoon salt, 3 teaspoons flour, 1 cup milk, 2 tablespoons of mayo (I used this since I was using skim milk), 1/4 cup green onions, chopped, dash of cayenne, 1/2 teaspoon pepper, 1/2 pound smoked cheddar cheese, shredded, 1/2 inch package of phyllo dough sheets (1 of the 2 cylinders the box), at room temperature, 7 tablespoons butter, melted (you may or may not be heavy handed with this)","Preheat your oven to 350 degrees. Put your broccoflower in a pot with a enough water to cover and cook for 5 minutes. Drain and set aside. In a large bowl put your chopped bacon, green onions, shredded cheese, mix well. In a medium bowl put your eggs, salt, peppers, flour, mayo and milk beat well. I used an immersion blender for the mayo tends to 'seize in little pieces from the cold milk. The immersion blender made it all smooth. Unroll your phyllo dough and cover with a damp paper towel. Either grease your 8 inch springform pan with cooking spray or melted butter. Uncover your dough and remove two sheets of phyllo (replacing the damp towel) and lay into your springform pan. Take your pastry brush and coat it with butter. Making sure the phyllo 'sticks' to the sides. Rotate pan a bit and repeat with two more layers and butter. Keep rotating and layering and buttering until you have quite a thick 'phyllo' nest. Roughly about 3/4 of the roll. Since there are 20 sheets to a roll and you are putting down 2 layers at a time; this will be about 14-16 sheets) Since your broccoli is cool now, roughly chop it and mix it in with the bacon and cheese mixture. Put the broccoli/bacon/cheese mix into your phyllo nest and gently pat down. Remix your egg mixture (pepper and flour may settle a bit) and pour over your broccoli mixture. Take your remaining phyllo sheets and put on top 2 layers at a time coating with butter in between. Roll your over hanging edges with the phyllo sides to create a 'crust edge'. Brush top with butter. Bake in 350 degree oven for 1 hour and 15 minutes. You may need to cover the phyllo after an hour to keep it from overbrowning. Let sit 15 minutes before cutting (you don't want everything to ooze out on you). Be careful cutting very gently so you don't MASSACRE your phyllo dough. Use a serrated knife and gently saw. When you get to the bottom where the phyllo is more thick....you don't have to be so gentle."
The Best Mashed Potatoes,8,20,https://www.pinkwhen.com/best-mashed-potatoes/,https://img.spoonacular.com/recipes/1022743-556x370.jpg,188.52,18.76,11.09,3.19,"1/2 stick butter softened, 1 8oz cream cheese, 1 bunch green onions, 1/2 cup milk, 1 bag red potatoes, salt and pepper to taste, 1/2 cup sour cream, 2 cups water","InstructionsTake the uncooked red potatoes and place them into the Instant Pot. Cover with 2 cups of water, or more if needed. Place the lid securely into place, set the valve to ""seal"" and then put the Instant Pot on manual for 8 minutes.When the cooking time is finished, allow the Instant Pot to naturally release pressure for 10 minutes before moving the valve t0 ""vent"". I always cover mine with a hand towel just in case any thing decided to spurt out of the lid.Once the pressure has been released, remove the inner pot and drain the excess water.Place the potatoes into a bowl and add cream cheese, butter, milk, sour cream, and salt and pepper. Mash the potatoes really well and mix everything up good. Add in the chopped green onion and mix again. Serve immediately or save them for later."
Lemon and pepper veal cutlets,4,45,https://www.foodista.com/recipe/T6P6JZLC/lemon-and-pepper-veal-cutlets,https://img.spoonacular.com/recipes/649502-556x370.jpg,698.26,57.95,29.35,7.52,"¼ tsp black pepper, 125g Butter, softened, 2 Tbs corn flour, ½ cup cream, 2 tsp fresh rosemary, chopped, ½ cup lemon juice, 1 tsp grated lemon rind, 1 cup Olive oil, 1 tsp cracked black pepper, ½ tsp salt, ½ cup sour cream, 4 veal cutlets","<ol><li>Slightly flatten the cutlets with a meat mallet.</li><li>Combine corn flour, salt and pepper, dredge the cutlets through the mixture.</li><li>Cook veal in butter and olive oil in a large pan for 3 minutes on each side or until browned and cooked as desired.</li><li>Remove veal from the pan and set aside. Cover to keep warm.</li><li>Mix and combine cream, sour cream, lemon rind, lemon juice, rosemary, pepper and salt.</li><li>Add the mix to the same pan, bring to the boil. Reduce flame and simmer, uncovered, for 5 minutes until sauce thickens slightly.</li><li>Return the chops to the pan, coat with sauce.</li><li>Serve with pilaf and green salad.</li></ol>"
